genus;short;species;autorite;country;tdwg_level;latitude;longitude
Brixia;bella;Brixia bella;Van Stalle, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;belouvensis;Brixia belouvensis;Synave, 1960;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;bemanavyensis;Brixia bemanavyensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;bicolor;Brixia bicolor;Muir, 1913;Indonesia;4.0;;
Brixia;bimaculata;Brixia bimaculata;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;bipunctata;Brixia bipunctata;Synave, 1960;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;bipunctata;Brixia bipunctata;Synave, 1960;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;bipunctata;Brixia bipunctata;Van Stalle, 1984;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;bipunctata;Brixia bipunctata;Van Stalle, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;bohemani;Brixia bohemani;(StÃ¥l, 1854);Mauritius;4.0;-20.19562027;57.55521154
Brixia;bohemanni;Brixia bohemanni;Melichar, 1905;Mauritius;4.0;-20.19562027;57.55521154
Brixia;briali;Brixia briali;Hoch & Bonfils, 2003;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;broussei;Brixia broussei;Williams, 1975;Mauritius;4.0;-20.19562027;57.55521154
Brixia;buruana;Brixia buruana;Schmidt, 1926;Indonesia;4.0;;
Brixia;buruana;Brixia buruana;Schmidt, 1926;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Brixia;calabarensis;Brixia calabarensis;Synave, 1957;;;;
Brixia;chicapensis;Brixia chicapensis;Synave, 1961;;;;
Brixia;concinnula;Brixia concinnula;Walker, 1870;Indonesia;4.0;;
Brixia;congrua;Brixia congrua;Walker, 1870;China (Guangdong);4.0;23.34847412;113.4101728
Brixia;congrua;Brixia congrua;Walker, 1870;Indonesia (Maluku: Ambon);4.0;-1.42061876;127.9904995
Brixia;congrua;Brixia congrua;Walker, 1870;Indonesia (Maluku: Misool);4.0;-4.03786761;137.3320658
Brixia;congrua;Brixia congrua;Walker, 1870;Indonesia;4.0;;
Brixia;coronata;Brixia coronata;Van Stalle, 1983;;;;
Brixia;costalis;Brixia costalis;Synave, 1959;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;courtoisi;Brixia courtoisi;Williams, 1975;;;;
Brixia;decepta;Brixia decepta;Williams, 1983;Mauritius;4.0;-20.19562027;57.55521154
Brixia;dedegwana;Brixia dedegwana;Synave, 1960;;;;
Brixia;denticulata;Brixia denticulata;Williams, 1975;;;;
Brixia;discolor;Brixia discolor;Williams, 1975;Mauritius;4.0;-20.19562027;57.55521154
Brixia;divisa;Brixia divisa;(Walker, 1858);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Brixia;dundoensis;Brixia dundoensis;Synave, 1961;;;;
Brixia;electa;Brixia electa;Synave, 1971;Nigeria;4.0;9.59362458;8.10531839
Brixia;elongata;Brixia elongata;Distant, 1911;Sri Lanka;4.0;7.61235709;80.70426571
Brixia;fasciata;Brixia fasciata;(Signoret, 1860);Madagascar;4.0;-19.37352737;46.70598974
Brixia;flavida;Brixia flavida;Williams, 1975;Mauritius;4.0;-20.19562027;57.55521154
Brixia;flavomaculata;Brixia flavomaculata;Distant, 1906;Assam (Meghalaya);4.0;25.53506569;91.28002793
Brixia;flavomaculata;Brixia flavomaculata;Distant, 1906;India (Assam);4.0;26.3430472;92.8312049
Brixia;flavomaculata;Brixia flavomaculata;Distant, 1906;India;3.0;;
Brixia;formosana;Brixia formosana;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Brixia;fulgida;Brixia fulgida;Van Duzee, 1907;Jamaica;4.0;18.15132857;-77.31974834
Brixia;fumata;Brixia fumata;Van Stalle, 1983;;;;
Brixia;fuscata;Brixia fuscata;Williams, 1983;Mauritius;4.0;-20.19562027;57.55521154
Brixia;fuscomarginata;Brixia fuscomarginata;Williams, 1975;Mauritius;4.0;-20.19562027;57.55521154
Brixia;fuscosa;Brixia fuscosa;Van Duzee, 1907;Cuba;4.0;21.62012559;-79.03522543
Brixia;geometrina;Brixia geometrina;Distant, 1911;Sri Lanka;4.0;7.61235709;80.70426571
Brixia;griveaudi;Brixia griveaudi;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;guttata;Brixia guttata;Walker, 1870;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Brixia;guttata;Brixia guttata;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;guttata;Brixia guttata;Walker, 1870;Indonesia (Western New Guinea) (Irian Jaya);4.0;-4.03786761;137.3320658
Brixia;harimaensis;Brixia harimaensis;Matsumura, 1914;Japan (Honshu);4.0;36.63295744;137.9515335
Brixia;harimaensis;Brixia harimaensis;Matsumura, 1914;Japan (Shikoku);4.0;33.6556519;133.4672626
Brixia;harimaensis;Brixia harimaensis;Matsumura, 1914;Japan (Kyushu);4.0;32.47955749;130.7202546
Brixia;harimaensis;Brixia harimaensis;Matsumura, 1914;Nansei-shoto (Ryukyu Islands);4.0;25.77340565;126.6998898
Brixia;hildebrandti;Brixia hildebrandti;Jacobi, 1917;Madagascar;4.0;-19.37352737;46.70598974
Brixia;humeralis;Brixia humeralis;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;hyalinipennis;Brixia hyalinipennis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;inornata;Brixia inornata;Distant, 1911;Singapore;4.0;1.35118038;103.8076536
Brixia;insignis;Brixia insignis;(Distant, 1917);Seychelles;4.0;-4.70189449;55.5220677
Brixia;insularis;Brixia insularis;Synave, 1959;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;intertectus;Brixia intertectus;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;intertectus;Brixia intertectus;Walker, 1870;New Guinea;3.0;;
Brixia;ivelonensis;Brixia ivelonensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;kalalavensis;Brixia kalalavensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;krameri;Brixia krameri;Synave, 1979;Seychelles;4.0;-4.70189449;55.5220677
Brixia;krameri;Brixia krameri;Synave, 1979;Madagascar;4.0;-19.37352737;46.70598974
Brixia;lalouettei;Brixia lalouettei;Williams, 1975;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;lalouettei;Brixia lalouettei;Williams, 1975;Mauritius;4.0;-20.19562027;57.55521154
Brixia;lamelliceps;Brixia lamelliceps;Fennah, 1958;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Brixia;lineata;Brixia lineata;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;longispinosa;Brixia longispinosa;Van Stalle, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;lunulata;Brixia lunulata;(Amyot & Audinet-Serville, 1843);Mauritius;4.0;-20.19562027;57.55521154
Brixia;macabeensis;Brixia macabeensis;Synave, 1960;;;;
Brixia;maculata;Brixia maculata;Synave, 1965;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;mahensis;Brixia mahensis;Distant, 1917;Seychelles;4.0;-4.70189449;55.5220677
Brixia;mameti;Brixia mameti;Synave, 1958;;;;
Brixia;marginata;Brixia marginata;Walker, 1870;;;;
Brixia;marojelyensis;Brixia marojelyensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;mauritiensis;Brixia mauritiensis;Williams, 1975;;;;
Brixia;mauritii;Brixia mauritii;StÃ¥l, 1859;Mauritius;4.0;-20.19562027;57.55521154
Brixia;mauritii;Brixia mauritii;Synave, 1960;Mauritius;4.0;-20.19562027;57.55521154
Brixia;meander;Brixia meander;(Walker, 1851);Sri Lanka;4.0;7.61235709;80.70426571
Brixia;meander;Brixia meander;(Walker, 1851);India (Karnataka);4.0;14.68692199;76.1848651
Brixia;meander;Brixia meander;(Walker, 1851);India;3.0;;
Brixia;meeli;Brixia meeli;Synave, 1953;Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Brixia;membranifera;Brixia membranifera;Van Stalle, 1987;;;;
Brixia;migratoria;Brixia migratoria;Distant, 1907;Australia (Queensland);4.0;-22.57378083;144.5481729
Brixia;migratoria;Brixia migratoria;Distant, 1907;Australia (New South Wales);4.0;-32.17021086;147.0127743
Brixia;minor;Brixia minor;Van Stalle, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;modesta;Brixia modesta;Van Stalle, 1983;;;;
Brixia;montana;Brixia montana;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;moramangensis;Brixia moramangensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;munita;Brixia munita;(Walker, 1857);Indonesia (Borneo);3.0;;
Brixia;nanula;Brixia nanula;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;natalicola;Brixia natalicola;(StÃ¥l, 1855);South Africa;4.0;;
Brixia;natalicola;Brixia natalicola;(StÃ¥l, 1855);KwaZulu-Natal;4.0;-28.7085677;30.72508497
Brixia;neglecta;Brixia neglecta;Van Stalle, 1983;Taiwan;4.0;23.74833247;120.9594018
Brixia;nigeriana;Brixia nigeriana;Synave, 1971;Nigeria;4.0;9.59362458;8.10531839
Brixia;nigrifrons;Brixia nigrifrons;Synave, 1960;;;;
Brixia;nigripennis;Brixia nigripennis;Williams, 1975;;;;
Brixia;nivea;Brixia nivea;Walker, 1870;;;;
Brixia;nosybeana;Brixia nosybeana;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;nubila;Brixia nubila;(Walker, 1858);Sri Lanka;4.0;7.61235709;80.70426571
Brixia;nubila;Brixia nubila;(Walker, 1858);Indonesia;4.0;;
Brixia;nubila;Brixia nubila;(Walker, 1858);India;3.0;;
Brixia;nubila;Brixia nubila;(Walker, 1858);Indonesia (Jawa);4.0;-7.28863437;110.0767031
Brixia;ocellata;Brixia ocellata;Matsumura, 1914;Taiwan;4.0;23.74833247;120.9594018
Brixia;opulenta;Brixia opulenta;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;pallens;Brixia pallens;Van Stalle, 1983;;;;
Brixia;palliceps;Brixia palliceps;Walker, 1870;Indonesia;4.0;;
Brixia;palliceps;Brixia palliceps;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;parviceps;Brixia parviceps;Walker, 1870;;;;
Brixia;parvula;Brixia parvula;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;pauliani;Brixia pauliani;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;perate;Brixia perate;Van Stalle, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixia;perruchensis;Brixia perruchensis;Synave, 1960;;;;
Brixia;personata;Brixia personata;Van Stalle, 1983;;;;
Brixia;pictipennis;Brixia pictipennis;Walker, 1870;;;;
Brixia;pilosa;Brixia pilosa;Williams, 1975;;;;
Brixia;plagosa;Brixia plagosa;Distant, 1911;India (Assam);4.0;26.3430472;92.8312049
Brixia;plagosa;Brixia plagosa;Distant, 1911;India;3.0;;
Brixia;propinqua;Brixia propinqua;Van Stalle, 1983;;;;
Brixia;pulchra;Brixia pulchra;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;pulla;Brixia pulla;Muir, 1925;Mauritius (Rodrigues);4.0;-19.71779025;63.41351669
Brixia;pullomaculata;Brixia pullomaculata;Lallemand & Synave, 1954;Madagascar;4.0;-19.37352737;46.70598974
Brixia;puncticosta;Brixia puncticosta;Walker, 1870;Indonesia;4.0;;
Brixia;puncticosta beta;Brixia puncticosta beta;Walker, 1870;Indonesia;4.0;;
Brixia;ranomafanensis;Brixia ranomafanensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;robinsoni;Brixia robinsoni;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;rodriguezi;Brixia rodriguezi;Muir, 1925;Mauritius (Rodrigues);4.0;-19.71779025;63.41351669
Brixia;rosae;Brixia rosae;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;rufula;Brixia rufula;Walker, 1870;;;;
Brixia;saegeri;Brixia saegeri;Synave, 1960;;;;
Brixia;sambavensis;Brixia sambavensis;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;sanctae-mariae;Brixia sanctae-mariae;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;sandrangatensis;Brixia sandrangatensis;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;semistriata;Brixia semistriata;Van Stalle, 1983;;;;
Brixia;speciosa;Brixia speciosa;Muir, 1923;Democratic Republic of the Congo (Katanga);4.0;-2.87623132;23.6544568
Brixia;speciosa;Brixia speciosa;Muir, 1923;Malawi;4.0;-13.21511579;34.30698695
Brixia;speciosa;Brixia speciosa;Muir, 1923;Nigeria;4.0;9.59362458;8.10531839
Brixia;speciosa;Brixia speciosa;Muir, 1923;Togo;4.0;8.53493023;0.97583446
Brixia;speciosa;Brixia speciosa;Muir, 1923;South Africa;4.0;;
Brixia;speciosa;Brixia speciosa;Muir, 1923;Cape Provinces (Western Cape Province);4.0;-33.01162095;20.61422584
Brixia;stannusi;Brixia stannusi;Muir, 1923;;;;
Brixia;stellata;Brixia stellata;Distant, 1917;Seychelles;4.0;-4.70189449;55.5220677
Brixia;striatipes;Brixia striatipes;Van Stalle, 1986;;;;
Brixia;strigosa;Brixia strigosa;Van Stalle, 1983;;;;
Brixia;subfasciata;Brixia subfasciata;StÃ¥l, 1859;Sri Lanka;4.0;7.61235709;80.70426571
Brixia;subfasciata;Brixia subfasciata;StÃ¥l, 1859;Indonesia;4.0;;
Brixia;subfasciata;Brixia subfasciata;StÃ¥l, 1859;India;3.0;;
Brixia;subfasciata;Brixia subfasciata;StÃ¥l, 1859;Indonesia (Jawa);4.0;-7.28863437;110.0767031
Brixia;sublucida;Brixia sublucida;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;subpunctata;Brixia subpunctata;Walker, 1870;Indonesia;4.0;;
Brixia;subpunctata;Brixia subpunctata;Walker, 1870;Indonesia (Flores);4.0;-8.34855567;122.8734927
Brixia;sundara;Brixia sundara;Williams, 1975;;;;
Brixia;sylvicola;Brixia sylvicola;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;synavei;Brixia synavei;Nast, 1984;;;;
Brixia;tenebrosa;Brixia tenebrosa;Walker, 1870;Indonesia;4.0;;
Brixia;terminalis;Brixia terminalis;Walker, 1870;Papua New Guinea;4.0;-6.66875068;144.3719717
Brixia;testacea;Brixia testacea;Walker, 1870;;;;
Brixia;tincta;Brixia tincta;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;tortriciformis;Brixia tortriciformis;Kirby, 1891;Sri Lanka;4.0;7.61235709;80.70426571
Brixia;tricolor;Brixia tricolor;Synave, 1961;;;;
Brixia;trifasciata;Brixia trifasciata;Synave, 1956;Madagascar;4.0;-19.37352737;46.70598974
Brixia;tristis;Brixia tristis;Williams, 1975;France (Reunion);4.0;-21.12162946;55.53821274
Brixia;unipunctata;Brixia unipunctata;Synave, 1965;Madagascar;4.0;-19.37352737;46.70598974
Brixia;unistriata;Brixia unistriata;Synave, 1961;;;;
Brixia;uvidensis;Brixia uvidensis;Williams, 1975;;;;
Brixia;varia;Brixia varia;Walker, 1870;Indonesia;4.0;;
Brixia;variegata;Brixia variegata;Walker, 1870;Indonesia;4.0;;
Brixia;variolata;Brixia variolata;Williams, 1975;;;;
Brixia;vaughani;Brixia vaughani;Williams, 1975;;;;
Brixia;venulosa;Brixia venulosa;Williams, 1975;;;;
Brixia;venusta;Brixia venusta;Tsaur & Hsu, 1991;Taiwan;4.0;23.74833247;120.9594018
Brixia;virgulata;Brixia virgulata;Williams, 1975;;;;
Brixia;viridis;Brixia viridis;Muir, 1925;Mauritius (Rodrigues);4.0;-19.71779025;63.41351669
Brixia;wagneri;Brixia wagneri;Synave, 1958;;;;
Brixia;williamsi;Brixia williamsi;Synave, 1958;;;;
Brixidia;boukokoensis;Brixidia boukokoensis;Synave, 1980;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Brixidia;boukokoensis;Brixidia boukokoensis;Synave, 1980;Central African Republic;4.0;6.57144768;20.48276784
Brixidia;ghesquierei;Brixidia ghesquierei;Synave, 1980;;;;
Brixidia;haglundi;Brixidia haglundi;Muir, 1923;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Brixidia;medleri;Brixidia medleri;Synave, 1980;Nigeria;4.0;9.59362458;8.10531839
Brixidia;nebulosa;Brixidia nebulosa;Haglund, 1899;Cameroon;4.0;5.68579632;12.74325047
Brixidia;pellucida;Brixidia pellucida;Van Stalle, 1983;;;;
Brixidia;pilosella;Brixidia pilosella;Van Stalle, 1983;;;;
Brixidia;rutshuruensis;Brixidia rutshuruensis;Synave, 1980;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Brixidia;uncinata;Brixidia uncinata;Fennah, 1958;Democratic Republic of the Congo;4.0;-2.87623132;23.6544568
Brixidia;variabilis;Brixidia variabilis;Van Stalle & Synave, 1984;Ivory Coast;4.0;7.63171961;-5.55550501
Brixidia;variabilis;Brixidia variabilis;Van Stalle & Synave, 1984;Liberia;4.0;6.44811662;-9.30785074
Caffrocixius;capeneri;Caffrocixius capeneri;Van Stalle, 1987;South Africa (Eastern Cape Province);4.0;-32.14219133;26.46715497
Caffrocixius;fennahi;Caffrocixius fennahi;Synave, 1969;KwaZulu-Natal;4.0;-28.7085677;30.72508497
Caffrocixius;metcalfi;Caffrocixius metcalfi;Van Stalle, 1987;Cape Provinces (Eastern Cape);4.0;-32.14219133;26.46715497
Caffrocixius;muiri;Caffrocixius muiri;Van Stalle, 1987;South Africa (Northern provinces, ex Transvaal);4.0;-23.73706646;29.31288493
Caffrocixius;personatus;Caffrocixius personatus;Fennah, 1967;KwaZulu-Natal;4.0;-28.7085677;30.72508497
Caffrocixius;personatus;Caffrocixius personatus;Fennah, 1967;Cape Provinces (Eastern Cape);4.0;-32.14219133;26.46715497
Caffrocixius;synavei;Caffrocixius synavei;(Van Stalle, 1987);Northern Provinces (Mpumalanga);4.0;-25.86622788;30.23675351
Cajeta;helmsi;Cajeta helmsi;(Muir, 1922);Australia (New South Wales);4.0;-32.17021086;147.0127743
Cajeta;singularis;Cajeta singularis;StÃ¥l, 1866;;;;
Calamister;cougalensis;Calamister cougalensis;LÃ¶cker, 2014;Australia (Queensland);4.0;-22.57378083;144.5481729
Calamister;obscurus;Calamister obscurus;Kirkaldy, 1906;Australia (Queensland);4.0;-22.57378083;144.5481729
Calamister;obscurus;Calamister obscurus;Kirkaldy, 1906;Australia (New South Wales);4.0;-32.17021086;147.0127743
Caneirona;indica;Caneirona indica;Distant, 1916;China (Hubei);4.0;30.97345725;112.2608687
Caneirona;indica;Caneirona indica;Distant, 1916;India;3.0;;
Caneirona;maculipennis;Caneirona maculipennis;Distant, 1917;Seychelles;4.0;-4.70189449;55.5220677
Carolus;carinatus;Carolus carinatus;LÃ¶cker & LariviÃ¨re, 2006;Australia (New South Wales);4.0;-32.17021086;147.0127743
Carolus;carinatus;Carolus carinatus;LÃ¶cker & LariviÃ¨re, 2006;Australia (Queensland);4.0;-22.57378083;144.5481729
Carolus;crispus;Carolus crispus;Kirkaldy, 1906;Australia (New South Wales);4.0;-32.17021086;147.0127743
Carolus;stiriae;Carolus stiriae;LÃ¶cker & LariviÃ¨re, 2006;Australia (New South Wales);4.0;-32.17021086;147.0127743
Carolus;stiriae;Carolus stiriae;LÃ¶cker & LariviÃ¨re, 2006;Australia (Queensland);4.0;-22.57378083;144.5481729
Cermada;inexspectata;Cermada inexspectata;(LariviÃ¨re, 1999);New Zealand North;4.0;-38.57756133;175.7272178
Cermada;inexspectata;Cermada inexspectata;(LariviÃ¨re, 1999);New Zealand;2.0;;
Cermada;kermadecensis;Cermada kermadecensis;(Myers, 1924);New Zealand (Kermadec Islands);4.0;-29.28166036;-177.9154558
Cermada;punctimargo;Cermada punctimargo;(Walker, 1858);New Zealand North;4.0;-38.57756133;175.7272178
Cermada;triregia;Cermada triregia;(LariviÃ¨re, 1999);New Zealand North;4.0;-38.57756133;175.7272178
Chathamaka;andrei;Chathamaka andrei;LariviÃ¨re, 1999;New Zealand (Chatham Islands);4.0;-43.95966231;-176.5029737
Chidaea;dayi;Chidaea dayi;Emeljanov, 2000;Australia (Australian Capital Territory);4.0;-35.50859976;148.9969681
Chidaea;dayi;Chidaea dayi;Emeljanov, 2000;Australia (New South Wales);4.0;-32.17021086;147.0127743
Chidaea;dayi;Chidaea dayi;Emeljanov, 2000;Australia (Tasmania);4.0;-41.94278479;146.6009979
Chidaea;dayi;Chidaea dayi;Emeljanov, 2000;Australia (Victoria);4.0;-36.85746645;144.3078569
Chlorodus;viridia;Chlorodus viridia;Johnson & Ledig, 1918;United States of America (California);4.0;37.23999046;-119.5874549
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Northwest (Sinaloa);4.0;25.02149419;-107.48362
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Guatemala;4.0;15.70230638;-90.35694443
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southeast (Chiapas);4.0;16.4988661;-92.46536864
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southwest (Guerrero);4.0;17.66720265;-99.90256068
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southwest (Jalisco);4.0;20.59876629;-103.6219003
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southwest (MichoacÃƒÂ¡n);4.0;19.21129264;-101.8797259
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Central (Morelos);4.0;18.75832012;-99.07010981
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southwest (Oaxaca);4.0;16.95950336;-96.43151589
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southeast (Quintana Roo);4.0;19.55871322;-88.2542752
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Gulf (Veracruz);4.0;19.37738436;-96.405429
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Florida, nearctic);4.0;28.65142195;-82.48405094
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (South Carolina);4.0;33.91755375;-80.90042082
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Tennessee);4.0;35.85105204;-86.34752902
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Virginia);4.0;37.52180057;-78.82589678
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Southeast (Tabasco);4.0;17.94567288;-92.57568966
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Nicaragua;4.0;12.839712;-85.03470963
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Ecuador;4.0;-1.45291002;-78.39320695
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Mississippi);4.0;32.75582597;-89.67327133
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (North Carolina);4.0;35.54958921;-79.38015679
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Texas);4.0;31.49694154;-99.35743679
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Cuba;4.0;21.62012559;-79.03522543
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Alabama);4.0;32.79389912;-86.82906784
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Arizona);4.0;34.29669616;-111.6575963
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (California);4.0;37.23999046;-119.5874549
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);Florida;3.0;;
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Georgia);4.0;32.65409017;-83.4466779
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Illinois);4.0;40.12111514;-89.15471894
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Louisiana);4.0;31.07581713;-92.01956256
Ciocixius;dorsivittatus;Ciocixius dorsivittatus;(Van Duzee, 1908);United States of America (Maryland);4.0;39.04679397;-76.79724029
Cixiosoma;bonaerense;Cixiosoma bonaerense;Berg, 1883;Argentina Northeast (Chaco);4.0;-26.39787474;-60.75863616
Cixiosoma;bonaerense;Cixiosoma bonaerense;Berg, 1883;Argentina Northeast (Buenos Aires);4.0;-36.67974516;-60.55879053
Cixiosoma;caliginosum;Cixiosoma caliginosum;Fennah, 1965;Chile South (Los Lagos);4.0;-41.45711061;-72.82084607
Cixiosoma;platensis;Cixiosoma platensis;Berg, 1879;Argentina Northeast (Buenos Aires);4.0;-36.67974516;-60.55879053
Cixiosoma;platensis;Cixiosoma platensis;Berg, 1879;Argentina South (Rio Negro);4.0;-40.39982501;-67.23682833
Cixiosoma;platensis;Cixiosoma platensis;Berg, 1879;Uruguay;4.0;-32.79956891;-56.01217767
Cixius;albipennis;Cixius albipennis;StÃ¥l, 1855;South Africa;4.0;;
Cixius;albipennis;Cixius albipennis;StÃ¥l, 1855;KwaZulu-Natal;4.0;-28.7085677;30.72508497
Cixius;albipennis;Cixius albipennis;StÃ¥l, 1855;South Africa (Western Cape Province);4.0;-33.01162095;20.61422584
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Netherlands;4.0;52.25357257;5.60098481
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Poland;4.0;52.12472508;19.4009187
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Yugoslavia;3.0;;
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;France;4.0;46.63137208;2.45150425
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Iran;4.0;32.56479713;54.30142285
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Slovakia;4.0;48.71130651;19.50871249
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Czech Republic;4.0;49.74303445;15.33833451
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Norway;4.0;64.44787198;14.07512794
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Lithuania;4.0;55.33585013;23.89683075
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Ireland;4.0;53.17707634;-8.15158685
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Estonia;4.0;58.67400787;25.5257709
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Denmark;4.0;55.96231824;10.05081371
Cixius;eurypterus;Cixius eurypterus;Kirschbaum, 1868;Belgium;4.0;50.64294584;4.66435768
