genus;short;species;autorite;country;tdwg_level;latitude;longitude
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;Mexico Central (Morelos);4.0;18.75832012;-99.07010981
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;Mexico Northwest (Baja California);4.0;30.54739874;-115.0786762
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;Mexico Southwest (Jalisco);4.0;20.59876629;-103.6219003
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (Connecticut);4.0;41.62574308;-72.72758095
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (District of Columbia);4.0;38.91161047;-77.00958958
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (Louisiana);4.0;31.07581713;-92.01956256
Oecleus;decens;Oecleus decens;StÃ¥l, 1862;United States of America (New Jersey);4.0;40.18920093;-74.66262909
Oecleus;delongi;Oecleus delongi;Caldwell, 1944;Mexico Northeast (San Luis PotosÃƒÂ­);4.0;22.61555664;-100.4381633
Oecleus;dubius;Oecleus dubius;Caldwell, 1944;Guatemala;4.0;15.70230638;-90.35694443
Oecleus;epetrion;Oecleus epetrion;Kramer, 1977;United States of America (Illinois);4.0;40.12111514;-89.15471894
Oecleus;epetrion;Oecleus epetrion;Kramer, 1977;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;epetrion;Oecleus epetrion;Kramer, 1977;United States of America;4.0;;
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (Colorado);4.0;38.99914653;-105.5337039
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (Oklahoma);4.0;35.58437196;-97.50981445
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;excavatus;Oecleus excavatus;Ball, 1902;United States of America (Nebraska);4.0;41.52790501;-99.79214759
Oecleus;fulvidorsum;Oecleus fulvidorsum;Ball, 1902;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;fulvidorsum;Oecleus fulvidorsum;Ball, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;fulvidorsum;Oecleus fulvidorsum;Ball, 1902;United States of America (Colorado);4.0;38.99914653;-105.5337039
Oecleus;fulvidorsum;Oecleus fulvidorsum;Ball, 1902;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;fulvidorsum;Oecleus fulvidorsum;Ball, 1902;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;glochin;Oecleus glochin;Kramer, 1977;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;glochin;Oecleus glochin;Kramer, 1977;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;glochin;Oecleus glochin;Kramer, 1977;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;infuscatus;Oecleus infuscatus;Caldwell, 1944;Mexico Southwest (Guerrero);4.0;17.66720265;-99.90256068
Oecleus;jenniferae;Oecleus jenniferae;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;lineatus;Oecleus lineatus;Ball, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;lineatus;Oecleus lineatus;Ball, 1902;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;lineatus;Oecleus lineatus;Ball, 1902;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;lineatus;Oecleus lineatus;Ball, 1902;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;lyra;Oecleus lyra;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;martharum;Oecleus martharum;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;martharum;Oecleus martharum;Kramer, 1977;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;martharum;Oecleus martharum;Kramer, 1977;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;martharum;Oecleus martharum;Kramer, 1977;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;minimus;Oecleus minimus;Fowler, 1904;Mexico Southeast (Chiapas);4.0;16.4988661;-92.46536864
Oecleus;minimus;Oecleus minimus;Fowler, 1904;Mexico Southwest (Guerrero);4.0;17.66720265;-99.90256068
Oecleus;minimus;Oecleus minimus;Fowler, 1904;Mexico Southwest (Oaxaca);4.0;16.95950336;-96.43151589
Oecleus;minimus;Oecleus minimus;Fowler, 1904;Mexico Northeast (San Luis PotosÃƒÂ­);4.0;22.61555664;-100.4381633
Oecleus;minimus;Oecleus minimus;Fowler, 1904;Mexico Gulf (Veracruz);4.0;19.37738436;-96.405429
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;Mexico Northwest (Baja California Sur);4.0;25.91951902;-112.0439746
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;Mexico Northwest (Baja California);4.0;30.54739874;-115.0786762
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;Santa Cruz Islands;4.0;-10.99208388;166.2240493
Oecleus;monilipennis;Oecleus monilipennis;Van Duzee, 1923;United States of America;4.0;;
Oecleus;natatorius;Oecleus natatorius;Ball, 1937;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;netrion;Oecleus netrion;Kramer, 1977;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;netron;Oecleus netron;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;nolinus;Oecleus nolinus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;nolinus;Oecleus nolinus;Ball & Klingenberg, 1935;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;nolinus;Oecleus nolinus;Ball & Klingenberg, 1935;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;obrieni;Oecleus obrieni;O'Brien, 1982;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Washington);4.0;47.38672446;-120.4312306
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;Canada (British Columbia);4.0;54.75407132;-124.7569631
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;Mexico Northwest (Baja California);4.0;30.54739874;-115.0786762
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;Mexico Northwest (Baja California Sur);4.0;25.91951902;-112.0439746
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Colorado);4.0;38.99914653;-105.5337039
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Idaho);4.0;44.39671877;-114.6539269
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Oregon);4.0;43.94031794;-120.5408757
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;obtusus;Oecleus obtusus;Ball, 1902;United States of America;4.0;;
Oecleus;palton;Oecleus palton;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;parallelus;Oecleus parallelus;Caldwell, 1944;Mexico Central (Puebla);4.0;19.00092067;-97.88545764
Oecleus;patulus;Oecleus patulus;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Central (Puebla);4.0;19.00092067;-97.88545764
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southeast (Quintana Roo);4.0;19.55871322;-88.2542752
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Northeast (San Luis PotosÃƒÂ­);4.0;22.61555664;-100.4381633
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southeast (Tabasco);4.0;17.94567288;-92.57568966
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Gulf (Veracruz);4.0;19.37738436;-96.405429
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;El Salvador;4.0;13.73614152;-88.86559446
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Guatemala;4.0;15.70230638;-90.35694443
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southeast (Chiapas);4.0;16.4988661;-92.46536864
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Central (Mexico Distrito Federal);4.0;19.27289093;-99.1287943
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southwest (Guerrero);4.0;17.66720265;-99.90256068
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southwest (Jalisco);4.0;20.59876629;-103.6219003
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Central (MÃƒÂ©xico State);4.0;19.36016639;-99.63188737
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southwest (MichoacÃƒÂ¡n);4.0;19.21129264;-101.8797259
Oecleus;pellucens;Oecleus pellucens;Fowler, 1904;Mexico Southwest (Oaxaca);4.0;16.95950336;-96.43151589
Oecleus;perpictus;Oecleus perpictus;Van Duzee, 1929;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;perpictus;Oecleus perpictus;Van Duzee, 1929;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;perpictus;Oecleus perpictus;Van Duzee, 1929;Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Oecleus;perpictus;Oecleus perpictus;Van Duzee, 1929;Mexico Northwest (Baja California);4.0;30.54739874;-115.0786762
Oecleus;perpictus;Oecleus perpictus;Van Duzee, 1929;United States of America;4.0;;
Oecleus;pigmy;Oecleus pigmy;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;pigmy;Oecleus pigmy;Ball & Klingenberg, 1935;United States of America (Idaho);4.0;44.39671877;-114.6539269
Oecleus;pigmy;Oecleus pigmy;Ball & Klingenberg, 1935;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;pigmy;Oecleus pigmy;Ball & Klingenberg, 1935;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;pigmy;Oecleus pigmy;Ball & Klingenberg, 1935;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;piperatus;Oecleus piperatus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;planus;Oecleus planus;Ball & Klingenberg, 1935;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;planus;Oecleus planus;Ball & Klingenberg, 1935;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;pontifex;Oecleus pontifex;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Missouri);4.0;38.37437865;-92.49049605
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (North Carolina);4.0;35.54958921;-79.38015679
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Nebraska);4.0;41.52790501;-99.79214759
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;productus;Oecleus productus;Metcalf, 1923;Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Alabama);4.0;32.79389912;-86.82906784
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Delaware);4.0;38.99814067;-75.51281006
Oecleus;productus;Oecleus productus;Metcalf, 1923;Florida;3.0;;
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Georgia);4.0;32.65409017;-83.4466779
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Illinois);4.0;40.12111514;-89.15471894
Oecleus;productus;Oecleus productus;Metcalf, 1923;United States of America (Maryland);4.0;39.04679397;-76.79724029
Oecleus;pulchellatus;Oecleus pulchellatus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;pulchellatus;Oecleus pulchellatus;Ball & Klingenberg, 1935;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;pulchellatus;Oecleus pulchellatus;Ball & Klingenberg, 1935;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;pulchellatus;Oecleus pulchellatus;Ball & Klingenberg, 1935;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;quadrileneatus;Oecleus quadrileneatus;Van Duzee, 1912;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;quinquelineatus;Oecleus quinquelineatus;Caldwell, 1944;Mexico Southwest (Guerrero);4.0;17.66720265;-99.90256068
Oecleus;quinquelineatus;Oecleus quinquelineatus;Caldwell, 1944;Mexico Gulf (Veracruz);4.0;19.37738436;-96.405429
Oecleus;quinquelineatus;Oecleus quinquelineatus;Caldwell, 1944;Mexico Central (Morelos);4.0;18.75832012;-99.07010981
Oecleus;rhion;Oecleus rhion;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;sagittatus;Oecleus sagittatus;Ball & Klingenberg, 1935;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;seminiger;Oecleus seminiger;StÃ¥l, 1862;Mexico Gulf (Veracruz);4.0;19.37738436;-96.405429
Oecleus;snowi;Oecleus snowi;Ball, 1905;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;snowi;Oecleus snowi;Ball, 1905;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;snowi;Oecleus snowi;Ball, 1905;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;snowi;Oecleus snowi;Ball, 1905;Mexico Northwest (Baja California);4.0;30.54739874;-115.0786762
Oecleus;snowi;Oecleus snowi;Ball, 1905;Mexico Northwest (Baja California Sur);4.0;25.91951902;-112.0439746
Oecleus;snowi;Oecleus snowi;Ball, 1905;Mexico Northwest (Sonora);4.0;29.71215807;-110.816409
Oecleus;snowi;Oecleus snowi;Ball, 1905;United States of America;4.0;;
Oecleus;spatulatus;Oecleus spatulatus;Caldwell, 1944;Guatemala;4.0;15.70230638;-90.35694443
Oecleus;subreflexus;Oecleus subreflexus;Van Duzee, 1925;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;subreflexus;Oecleus subreflexus;Van Duzee, 1925;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;subreflexus;Oecleus subreflexus;Van Duzee, 1925;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;subreflexus;Oecleus subreflexus;Van Duzee, 1925;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;tamiamus;Oecleus tamiamus;Ball & Klingenberg, 1935;United States of America (Florida, nearctic);4.0;28.65142195;-82.48405094
Oecleus;teapae;Oecleus teapae;Fowler, 1904;Mexico;2.0;;
Oecleus;tenella;Oecleus tenella;Fowler, 1904;;;;
Oecleus;tenellus;Oecleus tenellus;Fowler, 1904;Mexico Gulf;3.0;;
Oecleus;tenellus;Oecleus tenellus;Fowler, 1904;Mexico;2.0;;
Oecleus;texanus;Oecleus texanus;Ball, 1937;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;texanus;Oecleus texanus;Ball, 1937;United States of America (New Mexico);4.0;34.42306424;-106.1076877
Oecleus;texanus;Oecleus texanus;Ball, 1937;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;triplicatus;Oecleus triplicatus;Ball & Klingenberg, 1935;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;troxanon;Oecleus troxanon;Kramer, 1977;United States of America (Utah);4.0;39.32520384;-111.6746324
Oecleus;vates;Oecleus vates;Kramer, 1977;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America (California);4.0;37.23999046;-119.5874549
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America (Oregon);4.0;43.94031794;-120.5408757
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America (Nevada);4.0;39.35827474;-116.6521158
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America (Texas);4.0;31.49694154;-99.35743679
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;Canada (British Columbia);4.0;54.75407132;-124.7569631
Oecleus;venosus;Oecleus venosus;Van Duzee, 1912;United States of America;4.0;;
Oeclixius;amphion;Oeclixius amphionâ€ ;Fennah, 1963;;;;
Oliarellus;fulvus;Oliarellus fulvus;(Kusnezov, 1935);Uzbekistan;4.0;41.75042059;63.16950908
Oliarellus;fulvus;Oliarellus fulvus;(Kusnezov, 1935);Tadzhikistan;4.0;38.52781577;71.04218428
Oliarellus;fulvus;Oliarellus fulvus;(Kusnezov, 1935);Iran;4.0;32.56479713;54.30142285
Oliarissa;armiger;Oliarissa armiger;(Fennah, 1944);Panama;4.0;8.50542914;-80.10899702
Oliaronus;tontonus;Oliaronus tontonus;Ball, 1934;United States of America (Arizona);4.0;34.29669616;-111.6575963
Oliarus;abacus;Oliarus abacus;Caldwell, 1947;Mexico Central (MÃƒÂ©xico State);4.0;19.36016639;-99.63188737
Oliarus;abyssinicus;Oliarus abyssinicus;Van Stalle, 1987;Ethiopia;4.0;8.62614057;39.6160194
Oliarus;acaciae;Oliarus acaciae;Kirkaldy, 1909;United States of America;4.0;;
Oliarus;acanthopygophoris;Oliarus acanthopygophoris;LÃ¶cker, 2006;Australia (Western Australia);4.0;-25.46607155;122.1782044
Oliarus;acicus;Oliarus acicus;Caldwell, 1947;United States of America (Texas);4.0;31.49694154;-99.35743679
Oliarus;acuminatus;Oliarus acuminatus;Muir, 1924;Australia (Northern Territory);4.0;-19.41428342;133.3652138
Oliarus;acuminatus;Oliarus acuminatus;Muir, 1924;Indonesia (Maluku: Tanimbar Islands);4.0;-8.34855567;122.8734927
Oliarus;acuminatus;Oliarus acuminatus;Muir, 1924;Indonesia (Maluku);4.0;-1.42061876;127.9904995
Oliarus;acuticeps;Oliarus acuticeps;Jacobi, 1917;Madagascar;4.0;-19.37352737;46.70598974
Oliarus;adonis;Oliarus adonis;Fennah, 1958;;;;
Oliarus;adustus;Oliarus adustus;Fieber, 1872;Algeria;4.0;28.1633545;2.63236233
Oliarus;adustus;Oliarus adustus;Fieber, 1872;Russia;4.0;;
Oliarus;aeneus;Oliarus aeneus;Van Stalle, 1984;Nigeria;4.0;9.59362458;8.10531839
Oliarus;aethiops;Oliarus aethiops;Van Stalle, 1984;Ethiopia;4.0;8.62614057;39.6160194
Oliarus;afghanus;Oliarus afghanus;Dlabola, 1957;Afghanistan;4.0;33.83890296;66.02653864
Oliarus;africanus;Oliarus africanus;Synave, 1959;KwaZulu-Natal;4.0;-28.7085677;30.72508497
Oliarus;africanus;Oliarus africanus;Synave, 1959;South Africa;4.0;;
Oliarus;africanus;Oliarus africanus;Synave, 1959;Angola;4.0;-12.3357622;17.57181504
